,COD,Agente,Categoria do Agente,Tipo de Processo,Data de Aniversario,Status Resultado,link
22,31,CEA,Concessionária de Distribuição,Reajuste,30/11/2020,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/31 PCAT CEA 2020 V02.xlsx
23,31,CEA,Concessionária de Distribuição,Reajuste,30/11/2019,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/31 PCAT CEA 2019 V02.xlsx
24,31,CEA,Concessionária de Distribuição,Reajuste,30/11/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CEA_2018 .xlsx
25,31,CEA,Concessionária de Distribuição,Revisão,30/11/2017,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CEA_2017.xlsx
26,31,CEA,Concessionária de Distribuição,Ajuste EER ANGRA III,01/04/2017,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/31 PCAT CEA 2016 V02.xlsx
27,31,CEA,Concessionária de Distribuição,Reajuste,30/11/2016,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CEA_2016.xlsx
28,31,CEA,Concessionária de Distribuição,Reajuste,30/11/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CEA_2015.xlsx
29,31,CEA,Concessionária de Distribuição,Reajuste,30/11/2014,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CEA_ 2014 .xlsx
30,31,CEA,Concessionária de Distribuição,Reajuste,30/11/2013,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CEEE_20131.xlsx
31,31,CEA,Concessionária de Distribuição,Revisão Extraordinária,24/01/2013,Definitivo,
32,105,CEB,Concessionária de Distribuição,Revisão,22/10/2021,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/5160 PCAT CEB-DIS 2021 V02.xlsx
33,5160,CEBDIS,Concessionária de Distribuição,Reajuste,22/10/2020,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/5160 PCAT CEB-DIS 2020 V021.xlsx
34,5160,CEBDIS,Concessionária de Distribuição,Reajuste,22/10/2019,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/5160_PCAT_CEB-DIS_2019.xlsx
35,5160,CEBDIS,Concessionária de Distribuição,Reajuste,22/10/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CEB-DIS_2018.xlsx
36,5160,CEBDIS,Concessionária de Distribuição,Revisão Extraordinária,22/06/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CEB-DIS_2017 _2018.xlsx
37,5160,CEBDIS,Concessionária de Distribuição,Reajuste,22/10/2017,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CEB-DIS_2017.xlsx
38,5160,CEBDIS,Concessionária de Distribuição,Ajuste EER ANGRA III,01/04/2017,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/5160 PCAT CEB-DIS 2016 V02.xlsx
39,5160,CEBDIS,Concessionária de Distribuição,Revisão,22/10/2016,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CEB-DIS_2016.xlsx
40,5160,CEBDIS,Concessionária de Distribuição,Revisão,08/04/2016,Provisório,
41,5160,CEBDIS,Concessionária de Distribuição,Reajuste,26/08/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CEB-DIS_2015.xlsx
42,5160,CEBDIS,Concessionária de Distribuição,Liminar abrace,03/07/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CEB_2014.xlsx
43,5160,CEBDIS,Concessionária de Distribuição,Liminar abrace,03/07/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CEB-DIS_20151.xlsx
44,5160,CEBDIS,Concessionária de Distribuição,Revisão Extraordinária,02/03/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CEB_2014_CAT1.xlsx
45,5160,CEBDIS,Concessionária de Distribuição,Reajuste,20/08/2014,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CEB_2014_CAT.xlsx
46,5160,CEBDIS,Concessionária de Distribuição,Reajuste,26/08/2013,Definitivo,
47,5160,CEBDIS,Concessionária de Distribuição,Revisão Extraordinária,24/01/2013,Definitivo,
48,5160,CEBDIS,Concessionária de Distribuição,Revisão Extraordinária,24/01/2013,Provisório,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CEB-DIS_2013.xlsx
49,5707,CEEE-D,Concessionária de Distribuição,Revisão,22/11/2021,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/5707 PCAT CEEE-D 2021 V02.xlsx
50,5707,CEEE-D,Concessionária de Distribuição,Reajuste,22/11/2020,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/5707 PCAT CEEE-D 2020 V02.xlsx
51,5707,CEEE-D,Concessionária de Distribuição,Reajuste,22/11/2019,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/5707 PCAT CEEE-D 2019 V02.xlsx
52,5707,CEEE-D,Concessionária de Distribuição,Reajuste,22/11/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/5707 PCAT CEEE-D 2018 V02.xlsx
53,5707,CEEE-D,Concessionária de Distribuição,Reajuste,22/11/2017,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CEEE-D_2017.xlsx
54,5707,CEEE-D,Concessionária de Distribuição,Ajuste EER ANGRA III,01/04/2017,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/5707 PCAT CEEE-D 2016 V02.xlsx
55,5707,CEEE-D,Concessionária de Distribuição,Revisão,25/10/2016,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CEEE-D_2016.xlsx
56,5707,CEEE-D,Concessionária de Distribuição,Revisão,08/04/2016,Provisório,
57,5707,CEEE-D,Concessionária de Distribuição,Reajuste,25/10/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CEEE-D_2015.xlsx
58,5707,CEEE-D,Concessionária de Distribuição,Liminar abrace,03/07/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CEEE_2014.xlsx
59,5707,CEEE-D,Concessionária de Distribuição,Revisão Extraordinária,02/03/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CEEE_2014_CAT.xlsx
60,5707,CEEE-D,Concessionária de Distribuição,Reajuste,25/10/2014,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CEEE_2014 .xlsx
61,5707,CEEE-D,Concessionária de Distribuição,Reajuste,25/10/2013,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CEEE_2013.xlsx
62,5707,CEEE-D,Concessionária de Distribuição,Revisão Extraordinária,24/01/2013,Definitivo,
63,395,CELESC,Concessionária de Distribuição,Revisão,22/08/2021,Definitivo,
64,395,CELESC,Concessionária de Distribuição,Revisão,12/07/2021,Definitivo,
65,5697,CELESC-DIS,Concessionária de Distribuição,Reajuste,22/08/2022,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/5697 PCAT Celesc-DIS 2022 V02.xlsx
66,5697,CELESC-DIS,Concessionária de Distribuição,Revisão,22/08/2021,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/5697 PCAT Celesc_D  RTP 2021.xlsx
67,5697,CELESC-DIS,Concessionária de Distribuição,Reajuste,22/08/2020,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/5697 PCAT Celesc-DIS 2020 V02.xlsx
68,5697,CELESC-DIS,Concessionária de Distribuição,Reajuste,22/08/2019,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/5697 PCAT Celesc-DIS 2019 V02.xlsx
69,5697,CELESC-DIS,Concessionária de Distribuição,Reajuste,22/08/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_Celesc-DIS_2018 .xlsx
70,5697,CELESC-DIS,Concessionária de Distribuição,Reajuste,22/08/2017,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_Celesc-DIS_2017.xlsx
71,5697,CELESC-DIS,Concessionária de Distribuição,Ajuste EER ANGRA III,01/04/2017,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/5697 PCAT Celesc-DIS 2016 V02.xlsx
72,5697,CELESC-DIS,Concessionária de Distribuição,Revisão,22/08/2016,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_Celesc-DIS_2016.xlsx
73,5697,CELESC-DIS,Concessionária de Distribuição,Revisão,08/04/2016,Provisório,
74,5697,CELESC-DIS,Concessionária de Distribuição,Reajuste,07/08/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_Celesc-DIS_2015.xlsx
75,5697,CELESC-DIS,Concessionária de Distribuição,Liminar abrace,03/07/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CELESC_2014.xlsx
76,5697,CELESC-DIS,Concessionária de Distribuição,Liminar abrace,03/07/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_Celesc-DIS_20151.xlsx
77,5697,CELESC-DIS,Concessionária de Distribuição,Revisão Extraordinária,02/03/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CELESC_2014_V00.xlsx
78,5697,CELESC-DIS,Concessionária de Distribuição,Reajuste,07/08/2014,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CELESC_20141.xlsx
79,5697,CELESC-DIS,Concessionária de Distribuição,Revisão Extraordinária,24/01/2013,Definitivo,
80,6072,CELG-D,Concessionária de Distribuição,Reajuste,22/10/2021,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/6072 PCAT Enel GO 2021 V02.xlsx
81,6072,CELG-D,Concessionária de Distribuição,Reajuste,22/10/2020,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/6072 PCAT Enel GO 2020 V02.xlsx
82,6072,CELG-D,Concessionária de Distribuição,Reajuste,22/10/2019,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/6072 PCAT Celg-D 2019 V02.xlsx
83,6072,CELG-D,Concessionária de Distribuição,Revisão,22/10/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_Celg-D_2018.xlsx
84,6072,CELG-D,Concessionária de Distribuição,Reajuste,22/10/2017,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_Celg-D_2017 1.xlsx
85,6072,CELG-D,Concessionária de Distribuição,Ajuste EER ANGRA III,01/04/2017,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/6072 PCAT Celg-D 2016 V02.xlsx
86,6072,CELG-D,Concessionária de Distribuição,Reajuste,22/10/2016,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_Celg-D_20161.xlsx
87,6072,CELG-D,Concessionária de Distribuição,Reajuste,08/04/2016,Provisório,
88,6072,CELG-D,Concessionária de Distribuição,Reajuste,12/09/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_Celg-D_2015.xlsx
89,6072,CELG-D,Concessionária de Distribuição,Liminar abrace,03/07/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CELG_20141.xlsx
90,6072,CELG-D,Concessionária de Distribuição,Liminar abrace,03/07/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_Celg-D_20151.xlsx
91,6072,CELG-D,Concessionária de Distribuição,Revisão Extraordinária,02/03/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CELG_2014_CAT.xlsx
92,6072,CELG-D,Concessionária de Distribuição,Reajuste,05/09/2014,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CELG_2014.xlsx
93,6072,CELG-D,Concessionária de Distribuição,Revisão,12/09/2013,Definitivo,
94,6072,CELG-D,Concessionária de Distribuição,Revisão Extraordinária,24/01/2013,Definitivo,
95,43,CELPE,Concessionária de Distribuição,Revisão Extraordinária,13/07/2022,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/43 PCAT Celpe 2022 V021.xlsx
96,43,CELPE,Concessionária de Distribuição,Reajuste,29/04/2022,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/43 PCAT Celpe 2022 V02.xlsx
97,43,CELPE,Concessionária de Distribuição,Revisão,29/04/2021,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/43 PCAT Celpe 2021 V02.xlsx
98,43,CELPE,Concessionária de Distribuição,Reajuste,29/04/2020,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/43_PCAT_CELPE_2020.xlsx
99,43,CELPE,Concessionária de Distribuição,Reajuste,22/04/2019,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_Celpe_2019 .xlsx
100,43,CELPE,Concessionária de Distribuição,Reajuste,29/04/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_Celpe_2018.xlsx
101,43,CELPE,Concessionária de Distribuição,Revisão,29/04/2017,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_Celpe_2017.xlsx
102,43,CELPE,Concessionária de Distribuição,Ajuste EER ANGRA III,01/04/2017,Definitivo,
103,43,CELPE,Concessionária de Distribuição,Reajuste,29/04/2016,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_Celpe_2016.xlsx
104,43,CELPE,Concessionária de Distribuição,Liminar abrace,03/07/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CELPE_2015.xlsx
105,43,CELPE,Concessionária de Distribuição,Reajuste,29/04/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CELPE_2015A_015.xlsx
106,43,CELPE,Concessionária de Distribuição,Revisão Extraordinária,02/03/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CELPE_2014_V00.xlsx
107,43,CELPE,Concessionária de Distribuição,Reajuste,29/04/2014,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CELPE_2014.xlsx
108,43,CELPE,Concessionária de Distribuição,Revisão,29/04/2013,Definitivo,
109,43,CELPE,Concessionária de Distribuição,Revisão Extraordinária,24/01/2013,Definitivo,
110,4950,CEMIG-D,Concessionária de Distribuição,Reajuste,22/06/2022,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/4950 PCAT Cemig-D 2022 V02.xlsx
111,4950,CEMIG-D,Concessionária de Distribuição,Reajuste,29/05/2021,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/4950 PCAT Cemig-D 2021 V02- Atualização_aba_TA_SET2022.xlsx
112,4950,CEMIG-D,Concessionária de Distribuição,Reajuste,19/08/2020,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/4950 PCAT Cemig-D 2020 V02 - Pós Recurso.xlsx
113,4950,CEMIG-D,Concessionária de Distribuição,Reajuste,28/05/2020,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/4950 PCAT Cemig-D 2020 V02.xlsx
114,4950,CEMIG-D,Concessionária de Distribuição,Reajuste,28/05/2019,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/4950 PCAT Cemig-D 2019 V02.xlsx
115,4950,CEMIG-D,Concessionária de Distribuição,Revisão,28/05/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT _Cemig_2018.xlsx
116,4950,CEMIG-D,Concessionária de Distribuição,Reajuste,28/05/2017,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_Cemig-D_2017.xlsx
117,4950,CEMIG-D,Concessionária de Distribuição,Ajuste EER ANGRA III,01/04/2017,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/4950 PCAT CEMIG 2016 V02.xlsx
118,4950,CEMIG-D,Concessionária de Distribuição,Reajuste,28/05/2016,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CEMIG_2016.xlsx
119,4950,CEMIG-D,Concessionária de Distribuição,Reajuste,08/04/2016,Provisório,
120,4950,CEMIG-D,Concessionária de Distribuição,Liminar abrace,03/07/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CEMIG_20151.xlsx
121,4950,CEMIG-D,Concessionária de Distribuição,Liminar abrace,03/07/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CEMIG_2015.xlsx
122,4950,CEMIG-D,Concessionária de Distribuição,Reajuste,08/04/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CEMIG_2015A_015.xls
123,4950,CEMIG-D,Concessionária de Distribuição,Revisão Extraordinária,02/03/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CEMIG_2014_V00.xlsx
124,4950,CEMIG-D,Concessionária de Distribuição,Reajuste,08/04/2014,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CEMIG_2014.xlsx
125,4950,CEMIG-D,Concessionária de Distribuição,Revisão,08/04/2013,Definitivo,
126,4950,CEMIG-D,Concessionária de Distribuição,Revisão Extraordinária,24/01/2013,Definitivo,
127,369,CERON,Concessionária de Distribuição,Reajuste,13/12/2021,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/369 PCAT Ceron 2021 V02.xlsx
128,369,CERON,Concessionária de Distribuição,Revisão Extraordinária,13/12/2020,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/369 PCAT Ceron 2020 V02.xlsx
129,369,CERON,Concessionária de Distribuição,Reajuste,13/12/2019,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/369 PCAT Ceron 2019 V02.xlsx
130,369,CERON,Concessionária de Distribuição,Revisão Extraordinária,01/04/2019,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_Ceron_RTE_2019.xlsx
131,369,CERON,Concessionária de Distribuição,Reajuste,13/12/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_Ceron_2018.xlsx
132,369,CERON,Concessionária de Distribuição,Reajuste,30/11/2017,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_Ceron_2017.xlsx
133,369,CERON,Concessionária de Distribuição,Ajuste EER ANGRA III,01/04/2017,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/369 PCAT Ceron  2016 V02.xlsx
134,369,CERON,Concessionária de Distribuição,Reajuste,30/11/2016,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_Ceron_ 2016.xlsx
135,369,CERON,Concessionária de Distribuição,Reajuste,30/11/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_Ceron_2015.xlsx
136,369,CERON,Concessionária de Distribuição,Liminar abrace,03/07/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CERON_20141.xlsx
137,369,CERON,Concessionária de Distribuição,Revisão Extraordinária,02/03/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CERON_2014_CAT.xlsx
138,369,CERON,Concessionária de Distribuição,Reajuste,30/11/2014,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CERON_2014.xlsx
139,369,CERON,Concessionária de Distribuição,Revisão,30/11/2013,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/369 PCAT CERON 2013 V00.xlsx
140,369,CERON,Concessionária de Distribuição,Revisão Extraordinária,24/01/2013,Definitivo,
141,28,CERR,Concessionária de Distribuição,Reajuste,01/11/2015,Definitivo,
142,28,CERR,Concessionária de Distribuição,Reajuste,01/11/2014,Definitivo,
143,28,CERR,Concessionária de Distribuição,Reajuste,01/11/2013,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CERR_2013.xlsx
144,28,CERR,Concessionária de Distribuição,Revisão Extraordinária,24/01/2013,Definitivo,
145,84,CFLO,Concessionária de Distribuição,Reajuste,12/07/2017,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_SuperEner_20174.xlsx
146,84,CFLO,Concessionária de Distribuição,Ajuste EER ANGRA III,01/04/2017,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/84 PCAT CFLO 2016 V02.xlsx
147,84,CFLO,Concessionária de Distribuição,Revisão,29/06/2016,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CFLO_2016.xlsx
148,84,CFLO,Concessionária de Distribuição,Reajuste,29/06/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CFLO_2015.xlsx
149,84,CFLO,Concessionária de Distribuição,Revisão Extraordinária,02/03/2015,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CFLO_2014_V00.xlsx
150,84,CFLO,Concessionária de Distribuição,Reajuste,24/06/2014,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_CFLO_2014.xlsx
151,84,CFLO,Concessionária de Distribuição,Reajuste,29/06/2013,Definitivo,
152,84,CFLO,Concessionária de Distribuição,Revisão Extraordinária,24/01/2013,Definitivo,
153,103,CHESP,Concessionária de Distribuição,Revisão,22/11/2021,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/103 PCAT Chesp 2021 V02.xlsx
154,103,CHESP,Concessionária de Distribuição,Revisão,22/11/2021,Definitivo,
155,103,CHESP,Concessionária de Distribuição,Reajuste,22/11/2020,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/103 PCAT Chesp 2020 V02.xlsx
156,103,CHESP,Concessionária de Distribuição,Reajuste,22/11/2019,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/103 PCAT Chesp 2019 V02.xlsx
157,103,CHESP,Concessionária de Distribuição,Reajuste,22/11/2018,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/103 PCAT Chesp 2018 V02.xlsx
158,103,CHESP,Concessionária de Distribuição,Reajuste,22/11/2017,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_Chesp_2017.xlsx
159,103,CHESP,Concessionária de Distribuição,Ajuste EER ANGRA III,01/04/2017,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/103 PCAT Chesp 2016 V02.xlsx
160,103,CHESP,Concessionária de Distribuição,Revisão,22/11/2016,Definitivo,https://www2.aneel.gov.br/aplicacoes/tarifa/arquivo/PCAT_Chesp_2016.xlsx
161,103,CHESP,Concessionária de Distribuição,Revisão,08/04/2016,Provisório,
